id,name,category,sales,region
652,Clinical Pain Relief Gel,Health,119,West
653,Organic Coffee Beans Bag,Grocery,37,North
654,Natural Protein Powder,Health,153,North
655,Compact Table Lamp,Home,321,North
656,Junior Cricket Bat,Sports,599,West
657,Classic Wool Sweater,Fashion,19,North
658,Air Bluetooth Speaker,Electronics,1529,South
659,Training Skipping Rope,Sports,640,South
660,Advanced Blood Pressure Monitor,Health,24,East
661,Organic Peanut Butter Jar,Grocery,112,North
662,Casual Leather Wallet,Fashion,386,South
663,Herbal Herbal Tea Box,Health,34,South
664,Practical Java Programming,Education,33,South
665,Organic Peanut Butter Jar,Grocery,42,East
666,Ultra VR Headset,Electronics,1023,South
667,Junior Camping Tent,Sports,406,South
668,Modern Cushion Cover,Home,312,South
669,Junior Running Shoes,Sports,768,South
670,Portable Vacuum Cleaner,Home,389,East
671,Imported Cereal Box,Grocery,57,North
672,Classic Sunglasses,Fashion,35,South
673,Modern Microwave Oven,Home,278,East
674,Advanced Blood Pressure Monitor,Health,238,South
675,Classic Cotton T-Shirt,Fashion,435,East
676,Beginner Java Programming,Education,84,South
677,Modern Microwave Oven,Home,233,West
678,Clinical Protein Powder,Health,113,West
679,Casual Handbag,Fashion,93,West
680,Classic Cotton T-Shirt,Fashion,100,West
681,Natural First Aid Kit,Health,66,South
682,Eco Toaster,Home,414,West
683,Daily Hand Sanitizer Pack,Health,115,South
684,Compact Bedsheet Set,Home,295,West
685,Imported Coffee Beans Bag,Grocery,28,East
686,Natural Herbal Tea Box,Health,168,South
687,Practical Java Programming,Education,100,West
688,Classic Baseball Cap,Fashion,176,North
689,Lite Bluetooth Speaker,Electronics,44,East
690,Eco Non-stick Pan,Home,377,West
691,Organic Oatmeal Pack,Grocery,113,South
692,Advanced Python Book,Education,91,North
693,Plus Fitness Tracker,Electronics,1028,West
694,Imported Basmati Rice Pack,Grocery,104,South
695,Illustrated Encyclopedia Set,Education,136,West
696,Imported Honey Jar,Grocery,87,East
697,Heavy Duty Knee Support,Sports,274,East
698,Natural Face Mask Box,Health,14,North
699,Organic Oatmeal Pack,Grocery,92,South
700,Concise Scientific Calculator,Education,148,North
701,Compact Blender,Home,98,East
702,Slim Fit Baseball Cap,Fashion,95,West
703,Illustrated Algebra Workbook,Education,132,East
704,Slim Fit Formal Shoes,Fashion,439,West
705,Trendy Wrist Watch,Fashion,247,West
706,Air Smartphone,Electronics,686,East
707,Herbal Multivitamin Pack,Health,33,South
708,Outdoor Golf Club,Sports,154,North
709,Beginner Encyclopedia Set,Education,146,North
710,Classic Power Bank,Electronics,1527,East
711,Designer Handbag,Fashion,231,South
712,Daily Vitamin C Tablets,Health,219,South
713,Fresh Pasta Pack,Grocery,24,West
714,Herbal Multivitamin Pack,Health,289,North
715,Max USB Hub,Electronics,643,West
716,Outdoor Boxing Gloves,Sports,360,West
717,Clinical Hand Sanitizer Pack,Health,169,West
718,Classic Hooded Sweatshirt,Fashion,75,South
719,Slim Fit Baseball Cap,Fashion,259,West
720,Classic Kitchen Knife Set,Home,516,East
721,Foldable Mop Set,Home,300,South
722,Foldable Bedsheet Set,Home,219,West
723,Junior Badminton Set,Sports,90,West
724,Pro Tablet,Electronics,184,East
725,Herbal Digital Thermometer,Health,17,North
726,Imported Almonds Pack,Grocery,24,North
727,Trendy Sunglasses,Fashion,102,East
728,Portable Storage Rack,Home,64,West
729,Whole Grain Basmati Rice Pack,Grocery,57,East
730,Lightweight Skipping Rope,Sports,598,East
731,Complete Algebra Workbook,Education,120,East
732,Fresh Oatmeal Pack,Grocery,94,South
733,Formal Sneakers,Fashion,366,North
734,Wireless VR Headset,Electronics,1303,South
735,Trendy Belt,Fashion,181,West
736,Trendy Wool Sweater,Fashion,181,North
737,Slim Fit Sneakers,Fashion,212,North
738,Casual Wrist Watch,Fashion,417,East
739,Organic Basmati Rice Pack,Grocery,47,West
740,Classic Backpack,Fashion,54,North
741,Fresh Dried Fruits Pack,Grocery,79,West
742,Training Knee Support,Sports,126,South
743,Trendy Denim Jacket,Fashion,302,South
744,Classic Curtain Set,Home,157,West
745,Advanced Java Programming,Education,74,West
746,Whole Grain Spice Set,Grocery,7,North
747,Air Fitness Tracker,Electronics,1242,North
748,Lightweight Cycling Helmet,Sports,441,East
749,Deluxe Non-stick Pan,Home,213,South
750,Trendy Belt,Fashion,359,East
751,Wireless Drone,Electronics,1454,North
752,Illustrated Coding Notebook,Education,93,North
753,Formal Wrist Watch,Fashion,37,West
754,Advanced Calculus Textbook,Education,71,East
755,Practical Java Programming,Education,36,East
756,Classic Action Camera,Electronics,454,South
757,Foldable Cushion Cover,Home,419,West
758,Herbal Blood Pressure Monitor,Health,211,South
759,Herbal Face Mask Box,Health,198,West
760,Formal Sneakers,Fashion,83,West
761,Trendy Wool Sweater,Fashion,338,West
762,Classic Handbag,Fashion,326,East
763,Formal Wool Sweater,Fashion,168,North
764,Practical Deep Learning Book,Education,94,East
765,Classic Blender,Home,64,East
766,Whole Grain Peanut Butter Jar,Grocery,51,North
767,Classic Drone,Electronics,1904,South
768,Advanced Machine Learning Guide,Education,107,North
769,Plus Fitness Tracker,Electronics,1165,West
770,Herbal Blood Pressure Monitor,Health,283,East
771,Fresh Green Tea Box,Grocery,116,East
772,Whole Grain Cereal Box,Grocery,31,South
773,Modern Table Lamp,Home,305,East
774,Designer Formal Shoes,Fashion,87,North
775,Premium Honey Jar,Grocery,75,North
776,Junior Knee Support,Sports,513,North
777,Complete Calculus Textbook,Education,148,North
778,Local Peanut Butter Jar,Grocery,43,South
779,Fresh Cereal Box,Grocery,57,West
780,Mini Mechanical Keyboard,Electronics,1555,South
781,Organic Basmati Rice Pack,Grocery,17,West
782,Fresh Spice Set,Grocery,43,South
783,Pro Gaming Mouse,Electronics,1666,East
784,Classic Storage Rack,Home,143,South
785,Air Smart Watch,Electronics,523,West
786,Foldable Curtain Set,Home,573,East
787,Vintage Sneakers,Fashion,141,East
788,Plus USB Hub,Electronics,1937,West
789,Portable Wall Clock,Home,82,East
790,Deluxe Cushion Cover,Home,85,North
791,Eco Vacuum Cleaner,Home,115,West
792,Casual Hooded Sweatshirt,Fashion,335,East
793,Pro Resistance Bands,Sports,411,North
794,Advanced Hand Sanitizer Pack,Health,218,West
795,Eco Wall Clock,Home,220,South
796,Max Smartphone,Electronics,585,West
797,Imported Basmati Rice Pack,Grocery,53,East
798,Organic Olive Oil Bottle,Grocery,88,South
799,Classic Cotton T-Shirt,Fashion,387,South
800,Fresh Basmati Rice Pack,Grocery,34,North
801,Local Honey Jar,Grocery,69,West
802,Casual Baseball Cap,Fashion,137,South
803,Foldable Kitchen Knife Set,Home,599,South
804,Herbal Digital Thermometer,Health,291,North
805,Herbal Vitamin C Tablets,Health,22,North
806,Applied Java Programming,Education,33,West
807,Compact Toaster,Home,466,West
808,Portable Storage Rack,Home,503,South
809,Outdoor Cycling Helmet,Sports,339,East
810,Slim Fit Backpack,Fashion,499,North
811,Foldable Toaster,Home,223,East
812,Classic USB Hub,Electronics,1153,West
813,Premium Oatmeal Pack,Grocery,41,East
814,Local Basmati Rice Pack,Grocery,113,South
815,Herbal Face Mask Box,Health,252,North
816,Slim Fit Wool Sweater,Fashion,15,West
817,Clinical Herbal Tea Box,Health,266,West
818,Pro Smartphone,Electronics,1740,South
819,Concise Physics Reference,Education,100,East
820,Daily Pain Relief Gel,Health,62,North
821,Eco Curtain Set,Home,388,North
822,Lite Router,Electronics,1047,North
823,Local Pasta Pack,Grocery,28,West
824,Junior Cycling Helmet,Sports,687,South
825,Plus VR Headset,Electronics,1608,North
826,Modern Air Purifier,Home,331,North
827,Slim Fit Denim Jacket,Fashion,40,East
828,Advanced Data Science Book,Education,20,North
829,Official Cricket Bat,Sports,629,West
830,Smart Laptop,Electronics,176,West
831,Advanced Python Book,Education,11,North
832,Local Coffee Beans Bag,Grocery,70,East
833,Lite External SSD,Electronics,716,West
834,Pro Football,Sports,678,North
835,Premium Water Bottle,Sports,509,South
836,Daily Multivitamin Pack,Health,76,West
837,Local Almonds Pack,Grocery,33,East
838,Classic Baseball Cap,Fashion,285,North
839,Organic Basmati Rice Pack,Grocery,119,South
840,Eco Blender,Home,171,North
841,Pro Mechanical Keyboard,Electronics,389,East
842,Organic Almonds Pack,Grocery,90,South
843,Compact Coffee Maker,Home,340,South
844,Advanced Algebra Workbook,Education,94,South
845,Pro Cricket Bat,Sports,27,South
846,Local Coffee Beans Bag,Grocery,76,West
847,Organic Coffee Beans Bag,Grocery,61,South
848,Advanced Face Mask Box,Health,149,East
849,Natural Face Mask Box,Health,62,North
850,Trendy Baseball Cap,Fashion,378,West
851,Herbal Blood Pressure Monitor,Health,76,West
852,Modern Storage Rack,Home,331,West
853,Concise Data Science Book,Education,74,North
854,Max Action Camera,Electronics,1248,East
855,Advanced Herbal Tea Box,Health,49,West
856,Beginner Scientific Calculator,Education,93,South
857,Advanced History Atlas,Education,82,West
858,Organic Oatmeal Pack,Grocery,120,East
859,Junior Gym Bag,Sports,91,North
860,Lightweight Badminton Set,Sports,759,North
861,Formal Leather Wallet,Fashion,117,South
862,Classic Scarf,Fashion,450,North
863,Training Basketball,Sports,329,East
864,Ultra Bluetooth Speaker,Electronics,656,North
865,Illustrated Statistics Book,Education,26,South
866,Max Smart Plug,Electronics,844,South
867,Training Knee Support,Sports,276,North
868,Premium Resistance Bands,Sports,544,North
869,Slim Fit Belt,Fashion,240,North
870,Clinical Blood Pressure Monitor,Health,238,South
871,Outdoor Water Bottle,Sports,358,West
872,Smart Headphones,Electronics,1887,North
873,Classic Drone,Electronics,411,South
874,Advanced Chemistry Lab Manual,Education,19,North
875,Imported Olive Oil Bottle,Grocery,41,North
876,Organic Peanut Butter Jar,Grocery,78,East
877,Foldable Table Lamp,Home,104,South
878,Compact Cushion Cover,Home,284,South
879,Advanced Hand Sanitizer Pack,Health,83,North
880,Compact Air Purifier,Home,43,South
881,Pro Hockey Stick,Sports,18,West
882,Lite Headphones,Electronics,1581,North
883,Practical Java Programming,Education,35,South
884,Imported Spice Set,Grocery,20,East
885,Portable Coffee Maker,Home,159,West
886,Whole Grain Spice Set,Grocery,84,East
887,Air Mechanical Keyboard,Electronics,1558,North
888,Imported Coffee Beans Bag,Grocery,29,West
889,Eco Curtain Set,Home,500,East
890,Formal Formal Shoes,Fashion,344,West
891,Foldable Blender,Home,260,South
892,Foldable Wall Clock,Home,38,North
893,Whole Grain Olive Oil Bottle,Grocery,92,South
894,Advanced Multivitamin Pack,Health,257,North
895,Training Golf Club,Sports,634,North
896,Classic Wall Clock,Home,472,East
897,Smart Smartphone,Electronics,627,West
898,Complete Algebra Workbook,Education,97,South
899,Mini Router,Electronics,1915,North
900,Premium Badminton Set,Sports,691,South
901,Trendy Formal Shoes,Fashion,183,North
902,Ultra Mechanical Keyboard,Electronics,1310,West
903,Portable Curtain Set,Home,280,East
904,Classic Table Lamp,Home,64,South
905,Modern Curtain Set,Home,69,West
906,Classic Sneakers,Fashion,257,West
907,Official Camping Tent,Sports,156,East
908,Designer Belt,Fashion,347,North
909,Official Swimming Goggles,Sports,564,West
910,Complete Chemistry Lab Manual,Education,69,North
911,Clinical Digital Thermometer,Health,281,South
912,Pro Dumbbell Set,Sports,403,East
913,Complete Statistics Book,Education,109,West
914,Junior Cricket Bat,Sports,320,East
915,Vintage Sunglasses,Fashion,283,West
916,Wireless Power Bank,Electronics,1348,South
917,Ultra VR Headset,Electronics,1689,North
918,Lightweight Boxing Gloves,Sports,703,West
919,Complete Chemistry Lab Manual,Education,57,East
920,Imported Pasta Pack,Grocery,50,West
921,Pro Cricket Bat,Sports,326,West
922,Compact Wall Clock,Home,197,North
923,Classic Sneakers,Fashion,98,West
924,Imported Pasta Pack,Grocery,54,South
925,Advanced Calculus Textbook,Education,110,North
926,Premium Dried Fruits Pack,Grocery,14,North
927,Air External SSD,Electronics,1348,West
928,Eco Coffee Maker,Home,590,North
929,Plus Smart Plug,Electronics,853,East
930,Plus Smart Watch,Electronics,759,South
931,Eco Bedsheet Set,Home,24,East
932,Foldable Kitchen Knife Set,Home,401,East
933,Herbal First Aid Kit,Health,195,East
934,Fresh Peanut Butter Jar,Grocery,57,North
935,Fresh Peanut Butter Jar,Grocery,114,East
936,Local Coffee Beans Bag,Grocery,11,East
937,Practical Flash Card Set,Education,72,South
938,Vintage Sunglasses,Fashion,345,West
939,Imported Peanut Butter Jar,Grocery,53,North
940,Smart Webcam,Electronics,1175,North
941,Compact Toaster,Home,508,South
942,Deluxe Table Lamp,Home,159,East
943,Illustrated Python Book,Education,88,South
944,Heavy Duty Golf Club,Sports,542,East
945,Designer Scarf,Fashion,258,South
946,Applied Deep Learning Book,Education,55,South
947,Fresh Coffee Beans Bag,Grocery,83,North
948,Air Action Camera,Electronics,664,East
949,Premium Dried Fruits Pack,Grocery,37,South
950,Premium Yoga Mat,Sports,483,West
951,Advanced Physics Reference,Education,30,North
952,Imported Green Tea Box,Grocery,78,West
953,Mini Power Bank,Electronics,1202,South
954,Premium Honey Jar,Grocery,89,North
955,Imported Pasta Pack,Grocery,21,South
956,Organic Pasta Pack,Grocery,59,East
957,Formal Belt,Fashion,149,South
958,Organic Honey Jar,Grocery,14,South
959,Slim Fit Handbag,Fashion,290,South
960,Training Cycling Helmet,Sports,407,South
961,Deluxe Curtain Set,Home,300,East
962,Classic Air Purifier,Home,412,West
963,Applied Deep Learning Book,Education,83,East
964,Casual Cotton T-Shirt,Fashion,350,South
965,Complete Python Book,Education,56,South
966,Classic Scarf,Fashion,94,West
967,Premium Green Tea Box,Grocery,72,South
968,Classic Sunglasses,Fashion,300,West
969,Mini USB Hub,Electronics,1989,North
970,Clinical Herbal Tea Box,Health,40,West
971,Smart Smart Plug,Electronics,150,North
972,Pro Resistance Bands,Sports,336,West
973,Herbal Vitamin C Tablets,Health,215,South
974,Outdoor Hockey Stick,Sports,76,West
975,Practical Encyclopedia Set,Education,32,South
976,Complete Calculus Textbook,Education,31,North
977,Pro Power Bank,Electronics,950,East
978,Herbal Herbal Tea Box,Health,22,South
979,Local Basmati Rice Pack,Grocery,16,South
980,Smart USB Hub,Electronics,1877,East
981,Herbal Hand Sanitizer Pack,Health,218,East
982,Premium Treadmill,Sports,659,North
983,Advanced Flash Card Set,Education,75,South
984,Practical English Grammar Guide,Education,137,East
985,Max Mechanical Keyboard,Electronics,47,East
986,Advanced Machine Learning Guide,Education,95,South
987,Formal Wool Sweater,Fashion,275,West
988,Advanced Protein Powder,Health,38,South
989,Imported Honey Jar,Grocery,12,West
990,Applied Exam Prep Kit,Education,74,North
991,Mini Graphics Card,Electronics,532,South
992,Lite USB Hub,Electronics,824,South
993,Designer Wool Sweater,Fashion,211,East
994,Portable Bedsheet Set,Home,190,East
995,Official Cricket Bat,Sports,601,North
996,Portable Storage Rack,Home,26,South
997,Illustrated Flash Card Set,Education,47,West
998,Pro Swimming Goggles,Sports,124,West
999,Training Treadmill,Sports,785,West
1000,Foldable Cushion Cover,Home,274,West
1001,Lightweight Resistance Bands,Sports,649,North
1002,Applied Data Science Book,Education,73,South
1003,Outdoor Knee Support,Sports,299,North
1004,Training Skipping Rope,Sports,29,East
1005,Imported Dried Fruits Pack,Grocery,35,South
1006,Compact Wall Clock,Home,558,South
1007,Wireless VR Headset,Electronics,586,South
1008,Portable Wall Clock,Home,340,North
1009,Compact Non-stick Pan,Home,439,North
1010,Modern Mop Set,Home,272,North
1011,Portable Bedsheet Set,Home,212,East
1012,Casual Handbag,Fashion,435,South
1013,Classic Wall Clock,Home,69,South
1014,Lightweight Golf Club,Sports,598,West
1015,Deluxe Coffee Maker,Home,418,North
1016,Concise Data Science Book,Education,98,West
1017,Eco Storage Rack,Home,369,South
1018,Modern Wall Clock,Home,177,West
1019,Beginner Python Book,Education,89,West
1020,Applied Python Book,Education,96,West
1021,Deluxe Non-stick Pan,Home,409,East
1022,Heavy Duty Resistance Bands,Sports,585,West
1023,Organic Honey Jar,Grocery,62,West
1024,Formal Belt,Fashion,313,South
1025,Clinical Protein Powder,Health,124,South
1026,Advanced Flash Card Set,Education,87,West
1027,Imported Peanut Butter Jar,Grocery,86,East
1028,Plus Bluetooth Speaker,Electronics,1757,North
1029,Herbal Herbal Tea Box,Health,32,North
1030,Outdoor Swimming Goggles,Sports,431,West
1031,Modern Wall Clock,Home,366,North
1032,Eco Storage Rack,Home,495,South
1033,Designer Cotton T-Shirt,Fashion,325,South
1034,Natural Herbal Tea Box,Health,286,South
1035,Compact Bedsheet Set,Home,176,West
1036,Junior Golf Club,Sports,133,West
1037,Whole Grain Honey Jar,Grocery,87,North
1038,Foldable Cushion Cover,Home,370,North
1039,Imported Coffee Beans Bag,Grocery,119,West
1040,Foldable Coffee Maker,Home,113,South
1041,Mini VR Headset,Electronics,452,South
1042,Herbal Pain Relief Gel,Health,272,South
1043,Fresh Peanut Butter Jar,Grocery,22,North
1044,Designer Denim Jacket,Fashion,261,North
1045,Foldable Air Purifier,Home,464,South
1046,Deluxe Bedsheet Set,Home,525,South
1047,Designer Belt,Fashion,52,West
1048,Lightweight Badminton Set,Sports,538,West
1049,Casual Leather Wallet,Fashion,100,North
1050,Natural Face Mask Box,Health,212,West
1051,Junior Dumbbell Set,Sports,455,East
1052,Training Treadmill,Sports,382,North
1053,Classic Baseball Cap,Fashion,288,East
1054,Portable Mop Set,Home,127,North
1055,Premium Running Shoes,Sports,740,South
1056,Max Monitor,Electronics,507,East
1057,Applied Dictionary,Education,78,North
1058,Pro Gym Bag,Sports,49,North
1059,Casual Hooded Sweatshirt,Fashion,70,West
1060,Deluxe Air Purifier,Home,528,West
1061,Herbal First Aid Kit,Health,152,East
1062,Advanced Scientific Calculator,Education,118,South
1063,Formal Baseball Cap,Fashion,91,East
1064,Pro Water Bottle,Sports,746,West
1065,Beginner Machine Learning Guide,Education,137,South
1066,Max Smartphone,Electronics,1406,East
1067,Smart Smart Watch,Electronics,671,West
1068,Outdoor Golf Club,Sports,209,North
1069,Deluxe Table Lamp,Home,494,South
1070,Clinical Protein Powder,Health,203,East
1071,Foldable Coffee Maker,Home,82,West
1072,Junior Tennis Racket,Sports,772,North
1073,Local Spice Set,Grocery,54,South
1074,Lightweight Water Bottle,Sports,341,East
1075,Fresh Olive Oil Bottle,Grocery,115,West
1076,Mini Smartphone,Electronics,808,East
1077,Trendy Sneakers,Fashion,94,West
1078,Fresh Cereal Box,Grocery,67,South
1079,Trendy Baseball Cap,Fashion,347,South
1080,Natural Face Mask Box,Health,218,East
1081,Whole Grain Peanut Butter Jar,Grocery,90,East
1082,Formal Leather Wallet,Fashion,431,West
1083,Official Boxing Gloves,Sports,119,North
1084,Beginner Python Book,Education,137,West
1085,Natural Vitamin C Tablets,Health,256,South
1086,Max Action Camera,Electronics,1778,West
1087,Mini Headphones,Electronics,1179,North
1088,Pro Fitness Tracker,Electronics,1261,West
1089,Daily Protein Powder,Health,184,West
1090,Plus Webcam,Electronics,907,West
1091,Classic Wool Sweater,Fashion,441,East
1092,Applied Coding Notebook,Education,103,North
1093,Daily Digital Thermometer,Health,236,South
1094,Max USB Hub,Electronics,444,South
1095,Lite Smart Watch,Electronics,1750,West
1096,Pro Tennis Racket,Sports,39,West
1097,Junior Hockey Stick,Sports,584,East
1098,Organic Almonds Pack,Grocery,75,East
1099,Beginner History Atlas,Education,88,North
1100,Applied Data Science Book,Education,12,West
1101,Applied Deep Learning Book,Education,54,East
1102,Natural First Aid Kit,Health,78,North
1103,Herbal Vitamin C Tablets,Health,183,North
1104,Advanced Digital Thermometer,Health,243,East
1105,Applied Algebra Workbook,Education,52,West
1106,Clinical First Aid Kit,Health,155,South
1107,Trendy Leather Wallet,Fashion,359,South
1108,Lite Headphones,Electronics,1157,North
1109,Classic Air Purifier,Home,257,West
1110,Fresh Oatmeal Pack,Grocery,66,South
1111,Classic Smart Watch,Electronics,1126,South
1112,Deluxe Blender,Home,544,North
1113,Training Football,Sports,317,North
1114,Clinical Protein Powder,Health,121,West
1115,Casual Sneakers,Fashion,123,West
1116,Classic Table Lamp,Home,110,North
1117,Fresh Almonds Pack,Grocery,47,South
1118,Applied English Grammar Guide,Education,29,North
1119,Eco Coffee Maker,Home,84,East
1120,Pro Gaming Mouse,Electronics,209,West
1121,Lightweight Badminton Set,Sports,782,East
1122,Training Basketball,Sports,120,North
1123,Daily Blood Pressure Monitor,Health,187,West
1124,Pro Webcam,Electronics,1802,East
1125,Smart Smart Watch,Electronics,1686,South
1126,Illustrated Java Programming,Education,87,West
1127,Clinical Pain Relief Gel,Health,241,South
1128,Practical Encyclopedia Set,Education,118,West
1129,Complete Statistics Book,Education,95,North
1130,Classic Baseball Cap,Fashion,346,West
1131,Natural Hand Sanitizer Pack,Health,174,West
1132,Fresh Almonds Pack,Grocery,37,South
1133,Practical Encyclopedia Set,Education,68,North
1134,Imported Honey Jar,Grocery,84,South
1135,Natural Digital Thermometer,Health,125,South
1136,Mini Drone,Electronics,984,South
1137,Smart VR Headset,Electronics,967,East
1138,Advanced Digital Thermometer,Health,38,East
1139,Classic Cotton T-Shirt,Fashion,194,West
1140,Illustrated Calculus Textbook,Education,124,South
1141,Premium Cereal Box,Grocery,73,East
1142,Training Badminton Set,Sports,659,North
1143,Heavy Duty Swimming Goggles,Sports,435,West
1144,Junior Boxing Gloves,Sports,36,South
1145,Premium Olive Oil Bottle,Grocery,58,West
1146,Slim Fit Leather Wallet,Fashion,284,North
1147,Ultra Headphones,Electronics,818,South
1148,Fresh Coffee Beans Bag,Grocery,90,East
1149,Classic USB Hub,Electronics,1011,South
1150,Trendy Backpack,Fashion,191,South
1151,Illustrated Deep Learning Book,Education,130,North
1152,Fresh Peanut Butter Jar,Grocery,21,South
1153,Beginner Physics Reference,Education,65,West
1154,Applied Chemistry Lab Manual,Education,67,South
1155,Ultra Action Camera,Electronics,866,South
1156,Natural Protein Powder,Health,75,North
1157,Formal Denim Jacket,Fashion,51,North
1158,Heavy Duty Camping Tent,Sports,592,North
1159,Outdoor Football,Sports,713,East
1160,Classic Cotton T-Shirt,Fashion,50,South
1161,Casual Wrist Watch,Fashion,406,West
1162,Ultra Fitness Tracker,Electronics,503,West
1163,Smart USB Hub,Electronics,733,West
1164,Classic Non-stick Pan,Home,271,West
1165,Whole Grain Pasta Pack,Grocery,108,South
1166,Vintage Sneakers,Fashion,453,West
1167,Outdoor Knee Support,Sports,639,West
1168,Daily Pain Relief Gel,Health,185,North
1169,Applied Scientific Calculator,Education,59,East
1170,Herbal Digital Thermometer,Health,297,North
1171,Heavy Duty Cycling Helmet,Sports,328,East
1172,Premium Football,Sports,269,North
1173,Modern Toaster,Home,351,South
1174,Practical Python Book,Education,100,South
1175,Plus Monitor,Electronics,1409,West
1176,Max Graphics Card,Electronics,994,East
1177,Classic Toaster,Home,115,East
1178,Whole Grain Pasta Pack,Grocery,51,North
1179,Complete Physics Reference,Education,111,South
1180,Classic Kitchen Knife Set,Home,590,West
1181,Herbal Multivitamin Pack,Health,268,South
1182,Organic Peanut Butter Jar,Grocery,87,North
1183,Clinical Pain Relief Gel,Health,223,East
1184,Training Cycling Helmet,Sports,646,East
1185,Classic Curtain Set,Home,433,North
1186,Vintage Belt,Fashion,372,South
1187,Advanced Multivitamin Pack,Health,205,North
1188,Official Basketball,Sports,396,North
1189,Advanced Dictionary,Education,121,North
1190,Designer Denim Jacket,Fashion,326,West
1191,Clinical Multivitamin Pack,Health,243,South
1192,Premium Camping Tent,Sports,327,East
1193,Local Almonds Pack,Grocery,17,East
1194,Compact Kitchen Knife Set,Home,570,West
1195,Outdoor Hockey Stick,Sports,550,East
1196,Heavy Duty Water Bottle,Sports,532,West
1197,Slim Fit Belt,Fashion,88,South
1198,Daily Digital Thermometer,Health,55,West
1199,Whole Grain Oatmeal Pack,Grocery,6,South
1200,Applied Flash Card Set,Education,36,South
1201,Casual Sneakers,Fashion,338,East
1202,Smart Power Bank,Electronics,1441,West
1203,Premium Water Bottle,Sports,727,East
1204,Plus Mechanical Keyboard,Electronics,1450,South
1205,Complete Encyclopedia Set,Education,93,East
1206,Fresh Oatmeal Pack,Grocery,13,East
1207,Foldable Microwave Oven,Home,286,East
1208,Whole Grain Green Tea Box,Grocery,115,West
1209,Compact Mop Set,Home,549,East
1210,Applied Scientific Calculator,Education,59,South
1211,Applied Calculus Textbook,Education,110,East
1212,Clinical Herbal Tea Box,Health,147,East
1213,Herbal Vitamin C Tablets,Health,154,West
1214,Practical History Atlas,Education,61,South
1215,Whole Grain Olive Oil Bottle,Grocery,80,North
1216,Slim Fit Belt,Fashion,392,East
1217,Max Graphics Card,Electronics,1815,West
1218,Slim Fit Baseball Cap,Fashion,224,East
1219,Lightweight Treadmill,Sports,765,East
1220,Daily Protein Powder,Health,178,East
1221,Air Power Bank,Electronics,500,South
1222,Practical Coding Notebook,Education,87,East
1223,Trendy Leather Wallet,Fashion,140,West
1224,Ultra Router,Electronics,1508,West
1225,Slim Fit Sneakers,Fashion,225,West
1226,Heavy Duty Gym Bag,Sports,124,North
1227,Imported Green Tea Box,Grocery,64,West
1228,Clinical Hand Sanitizer Pack,Health,139,South
1229,Complete Scientific Calculator,Education,47,North
1230,Casual Baseball Cap,Fashion,456,South
1231,Imported Green Tea Box,Grocery,99,South
1232,Applied English Grammar Guide,Education,96,South
1233,Modern Vacuum Cleaner,Home,77,South
1234,Training Treadmill,Sports,700,North
1235,Local Spice Set,Grocery,16,West
1236,Slim Fit Wrist Watch,Fashion,185,South
1237,Practical Dictionary,Education,22,East
1238,Applied Scientific Calculator,Education,45,West
1239,Clinical Pain Relief Gel,Health,222,West
1240,Eco Kitchen Knife Set,Home,390,North
1241,Daily Digital Thermometer,Health,240,East
1242,Illustrated Statistics Book,Education,51,South
1243,Training Knee Support,Sports,605,West
1244,Advanced Face Mask Box,Health,234,South
1245,Clinical Multivitamin Pack,Health,284,East
1246,Advanced Calculus Textbook,Education,81,North
1247,Natural Hand Sanitizer Pack,Health,83,South
1248,Vintage Handbag,Fashion,220,West
1249,Local Basmati Rice Pack,Grocery,53,West
1250,Local Spice Set,Grocery,107,East
1251,Pro Golf Club,Sports,476,West
1252,Casual Handbag,Fashion,276,West
1253,Imported Almonds Pack,Grocery,78,South
1254,Classic Smart Watch,Electronics,408,South
1255,Compact Non-stick Pan,Home,391,North
1256,Junior Cricket Bat,Sports,312,West
1257,Portable Cushion Cover,Home,55,South
1258,Advanced Statistics Book,Education,140,West
1259,Portable Coffee Maker,Home,200,West
1260,Air Power Bank,Electronics,505,East
1261,Max Laptop,Electronics,1167,South
1262,Herbal Vitamin C Tablets,Health,45,East
1263,Natural First Aid Kit,Health,66,West
1264,Daily Face Mask Box,Health,289,North
1265,Designer Belt,Fashion,423,East
1266,Eco Microwave Oven,Home,579,West
1267,Herbal Face Mask Box,Health,297,East
1268,Concise Machine Learning Guide,Education,133,North
1269,Casual Cotton T-Shirt,Fashion,351,East
1270,Casual Sneakers,Fashion,177,West
1271,Imported Green Tea Box,Grocery,98,South
1272,Advanced Blood Pressure Monitor,Health,90,West
1273,Advanced First Aid Kit,Health,219,North
1274,Official Cricket Bat,Sports,270,North
1275,Daily Multivitamin Pack,Health,282,North
1276,Premium Running Shoes,Sports,15,South
1277,Wireless Smart Plug,Electronics,1092,North
1278,Portable Coffee Maker,Home,588,East
1279,Premium Hockey Stick,Sports,797,West
1280,Max Smartphone,Electronics,1135,North
1281,Lightweight Yoga Mat,Sports,97,West
1282,Concise English Grammar Guide,Education,84,East
1283,Practical History Atlas,Education,124,East
1284,Plus Smart Watch,Electronics,418,South
1285,Whole Grain Honey Jar,Grocery,38,West
1286,Modern Mop Set,Home,468,South
1287,Advanced Protein Powder,Health,85,North
1288,Daily Herbal Tea Box,Health,163,South
1289,Official Camping Tent,Sports,746,East
